YYMMDD,TIME,LOCATION,LAT,LON,DEPTH,MAG,EVALMODE
20120331,025803.39,Wagenborgen,53.249,6.917,3.0,1.6,manual
20120404,211633.16,Tjuchem,53.288,6.872,3.0,1.7,manual
20120407,022547.97,Garrelsweer,53.295,6.798,3.0,1.5,manual
20120413,011449.53,Hellum,53.261,6.838,3.0,0.7,manual
20120414,203928.37,Waddenzee (nabij Uithuizen),53.487,6.695,3.0,0.9,manual
20120416,210147.17,Wirdum,53.309,6.787,3.0,1.1,manual
20120418,120705.43,Loppersum,53.341,6.733,3.0,1.2,manual
20120418,222449.48,Noordzee (nabij Schoorl),52.7,4.625,3.0,1.8,manual
20120421,213911.77,Krewerd,53.352,6.833,3.0,0.3,manual
20120425,172524.55,Sappemeer,53.178,6.818,3.0,2.0,manual
20120506,042333.11,Overschild,53.273,6.823,3.0,0.8,manual
20120510,210721.44,Siddeburen,53.247,6.878,3.0,0.8,manual
20120511,002325.76,Delfzijl,53.331,6.885,3.0,0.9,manual
20120513,162244.53,Appingedam,53.298,6.835,3.0,0.9,manual
20120515,141052.72,Siddeburen,53.249,6.893,3.0,0.8,manual
20120517,025419.04,Hellum,53.248,6.852,3.0,0.9,manual
20120524,155239.81,Middelstum,53.359,6.67,3.0,1.5,manual
20120528,074137.26,Overschild,53.278,6.815,3.0,0.6,manual
20120602,011222.94,Sappemeer,53.184,6.817,3.0,0.7,manual
20120608,055432.15,Kolham,53.183,6.76,3.0,0.9,manual
20120614,030508.38,Wagenborgen,53.254,6.922,3.0,1.7,manual
20120615,052337.12,Siddeburen,53.246,6.863,3.0,1.5,manual
20120621,080136.67,Wirdum,53.322,6.783,3.0,1.7,manual
20120621,234422.79,Appingedam,53.319,6.813,3.0,1.1,manual
20120622,133143.88,Ten Post,53.296,6.755,3.0,1.4,manual
20120622,151028.90,Ten Post,53.29,6.753,3.0,0.8,manual
20120627,003157.62,Muntendam,53.151,6.85,3.0,0.5,manual
20120627,003912.66,Muntendam,53.151,6.852,3.0,0.3,manual
20120627,194459.37,Eext,53.045,6.762,3.0,0.4,manual
20120627,194548.06,Eexterzandvoort,53.046,6.762,3.0,0.2,manual
20120703,165505.77,Overschild,53.269,6.768,3.0,1.1,manual
20120707,001305.08,Overschild,53.289,6.8,3.0,0.8,manual
20120707,002808.85,Loppersum,53.331,6.773,3.0,0.7,manual
20120710,180909.03,Lettelbert,53.196,6.403,3.0,0.9,manual
20120712,170202.63,Steendam,53.278,6.85,3.0,1.0,manual
20120716,202129.97,Garrelsweer,53.319,6.768,3.0,0.6,manual
20120719,124257.52,Sappemeer,53.177,6.802,3.0,0.9,manual
20120725,181215.05,Overschild,53.293,6.823,3.0,0.8,manual
20120727,171253.50,Stedum,53.315,6.68,3.0,1.2,manual
20120730,113646.90,Loppersum,53.34,6.73,3.0,1.3,manual
20120730,131411.43,Wirdum,53.323,6.787,3.0,1.0,manual
20120730,210902.99,Sappemeer,53.177,6.783,3.0,0.5,manual
20120801,032411.14,Oosterwijtwerd,53.333,6.8,3.0,0.7,manual
20120808,141123.14,Harkstede,53.211,6.67,3.0,0.8,manual
20120809,232349.83,Haren,53.183,6.613,3.0,1.5,manual
20120814,030159.81,Garrelsweer,53.305,6.785,3.0,1.0,manual
20120815,191736.49,Leermens,53.353,6.805,3.0,2.4,manual
20120816,075451.64,Zeerijp,53.362,6.752,3.0,1.2,manual
20120816,203033.28,Huizinge,53.345,6.672,3.0,3.6,manual
20120817,002641.75,Toornwerd,53.36,6.653,3.0,0.6,manual
20120817,063452.46,Siddeburen,53.238,6.898,3.0,0.8,manual
20120823,210649.74,Appingedam,53.3,6.833,3.0,0.7,manual
20120828,232717.96,Appingedam,53.308,6.835,3.0,0.9,manual
20120923,045419.39,Middelstum,53.346,6.645,3.0,0.9,manual
20120928,103223.49,Schildwolde,53.219,6.83,3.0,1.2,manual
20120930,010922.96,Froombosch,53.208,6.752,3.0,0.6,manual
20120930,163524.90,Grolloo,52.939,6.62,3.0,0.7,manual
20121007,024443.71,Annen,53.053,6.768,3.0,1.0,manual
20121013,223646.24,Steendam,53.279,6.85,3.0,0.9,manual
20121016,190036.92,Kollum,53.297,6.133,3.0,1.1,manual
20121023,170529.05,Garrelsweer,53.311,6.777,3.0,1.3,manual
20121027,105523.79,Groningen,53.239,6.613,3.0,1.0,manual
20121030,210510.85,Garrelsweer,53.297,6.763,3.0,0.7,manual
20121113,164751.86,Uithuizen,53.408,6.695,3.0,1.0,manual
20121114,134500.91,Steendam,53.278,6.838,3.0,0.9,manual
20121117,075739.70,Garrelsweer,53.29,6.79,3.0,1.1,manual
20121118,011806.20,Tjuchem,53.272,6.89,3.0,0.7,manual
20121122,222011.71,Appingedam,53.315,6.87,3.0,1.1,manual
20121127,200111.16,Froombosch,53.209,6.785,3.0,1.4,manual
20121127,200259.91,Schildwolde,53.23,6.805,3.0,0.5,manual
20121130,161750.46,Hellum,53.261,6.833,3.0,1.0,manual
20121130,161753.46,Steendam,53.254,6.83,3.0,1.1,manual
20121130,200203.07,Steendam,53.267,6.845,3.0,0.9,manual
20121217,091357.87,Loppersum,53.323,6.73,3.0,1.2,manual
20121220,202520.16,Zuidbroek,53.169,6.855,3.0,0.6,manual
20121225,203629.64,Het Zandt,53.377,6.783,3.0,1.2,manual
20130105,040841.45,Appingedam,53.306,6.823,3.0,0.9,manual
20130105,231458.98,Noordzee,52.824,4.258,3.0,2.6,manual
20130109,175725.05,Houwerzijl,53.316,6.327,3.0,1.0,manual
20130111,125147.10,Eems-Dollard (nabij Delfzijl),53.346,6.96,3.0,1.4,manual
20130111,223650.57,Usquert,53.407,6.602,3.0,1.8,manual
20130111,223857.18,Siddeburen,53.265,6.852,3.0,0.8,manual
20130112,012824.64,Zuidbroek,53.168,6.872,3.0,0.5,manual
20130112,162440.74,Holwierde,53.345,6.862,3.0,0.9,manual
20130112,223732.54,Tjuchem,53.273,6.85,3.0,0.9,manual
20130118,164400.60,Zandeweer,53.389,6.663,3.0,1.2,manual
20130119,201006.48,Overschild,53.285,6.79,3.0,2.4,manual
20130127,084938.37,Froombosch,53.186,6.773,3.0,1.2,manual
20130128,174353.79,Meedhuizen,53.275,6.912,3.0,1.5,manual
20130203,141324.78,Harkstede,53.23,6.703,3.0,1.4,manual
20130204,042040.87,Slochteren,53.202,6.79,3.0,0.9,manual
20130205,145308.58,Groningen,53.222,6.643,3.0,1.5,manual
20130207,223158.38,Zandeweer,53.375,6.667,3.0,2.7,manual
20130207,231908.97,Zandeweer,53.389,6.667,3.0,3.2,manual
20130209,052610.05,Zeerijp,53.366,6.758,3.0,2.7,manual
20130210,081508.25,Tjuchem,53.289,6.855,3.0,1.5,manual
20130210,081641.00,Tjuchem,53.292,6.878,3.0,1.1,manual
20130211,060852.15,Garrelsweer,53.297,6.783,3.0,2.0,manual
20130211,080708.15,Ten Post,53.292,6.768,3.0,1.8,manual
20130211,120145.36,Woudbloem,53.218,6.758,3.0,1.8,manual
20130213,051646.61,Losdorp,53.368,6.845,3.0,1.8,manual
20130215,142842.53,Wirdum,53.319,6.795,3.0,2.0,manual
20130216,040631.41,Eems-Dollard (nabij Farmsum),53.328,6.993,3.0,0.8,manual
20130216,074250.23,Steendam,53.252,6.833,3.0,0.8,manual
20130218,000646.22,Wagenborgen,53.266,6.973,3.0,1.9,manual
20130218,055400.17,Zeerijp,53.349,6.782,3.0,0.7,manual
20130221,211408.44,Zeerijp,53.364,6.753,3.0,0.7,manual
20130225,013640.52,Garrelsweer,53.303,6.782,3.0,1.0,manual
20130227,234913.85,Froombosch,53.206,6.768,3.0,0.4,manual
20130302,053114.97,Westerwijtwerd,53.335,6.648,3.0,0.9,manual
20130306,112527.83,Alkmaar,52.646,4.713,2.0,0.7,manual
20130313,015710.54,Overschild,53.285,6.83,3.0,0.8,manual
20130314,030918.61,Farmsum,53.315,6.942,3.0,1.0,manual
20130316,130653.76,Waddenzee (nabij Eemshaven),53.474,6.792,3.0,2.0,manual
20130329,142806.77,Scharmer,53.233,6.717,3.0,0.9,manual
20130402,134915.44,Siddeburen,53.223,6.872,3.0,1.1,manual
20130415,225603.71,Garsthuizen,53.375,6.74,3.0,0.9,manual
20130423,123142.43,Sappemeer,53.157,6.8,3.0,0.6,manual
20130423,185136.10,Sappemeer,53.175,6.793,3.0,0.5,manual
20130427,211224.99,Loppersum,53.341,6.76,3.0,1.0,manual
20130428,181803.10,Loppersum,53.328,6.733,3.0,1.3,manual
20130429,203218.14,Harkstede,53.229,6.66,3.0,0.8,manual
20130430,152800.53,Woltersum,53.274,6.735,3.0,0.7,manual
20130501,040729.44,Groningen,53.245,6.637,3.0,0.9,manual
20130502,211108.11,Eenum,53.335,6.793,3.0,0.7,manual
20130510,042524.20,Siddeburen,53.259,6.853,3.0,1.4,manual
20130513,034656.29,Wagenborgen,53.247,6.922,3.0,1.1,manual
20130519,121516.05,Appingedam,53.3,6.858,3.0,0.8,manual
20130522,083518.92,Sappemeer,53.177,6.777,3.0,1.2,manual
20130522,113807.26,Overschild,53.287,6.812,3.0,1.2,manual
20130524,111002.41,Westeremden,53.33,6.705,3.0,1.2,manual
20130525,140751.06,Harkstede,53.229,6.693,3.0,1.1,manual
20130525,161829.52,Loppersum,53.331,6.713,3.0,1.0,manual
20130525,164439.26,Usquert,53.411,6.61,3.0,0.9,manual
20130525,195409.35,Geelbroek,52.953,6.57,3.0,1.1,manual
20130530,235113.51,Steendam,53.282,6.838,3.0,1.2,manual
20130531,014024.20,Steendam,53.278,6.838,3.0,1.0,manual
20130603,180736.30,Appingedam,53.318,6.867,3.0,1.2,manual
20130605,175128.01,Garrelsweer,53.292,6.78,3.0,0.7,manual
20130605,221056.24,Groningen,53.243,6.637,3.0,0.9,manual
20130607,063349.27,Farmsum,53.283,6.985,3.0,1.3,manual
20130608,232135.67,Harkstede,53.209,6.702,3.0,0.7,manual
20130614,222012.99,Appingedam,53.319,6.833,3.0,0.7,manual
20130614,223604.28,Siddeburen,53.23,6.872,3.0,0.6,manual
20130618,213920.69,Scharmer,53.23,6.72,3.0,0.7,manual
20130623,092118.96,Appingedam,53.3,6.867,3.0,1.1,manual
20130627,204503.94,Westerwijtwerd,53.331,6.643,3.0,1.3,manual
20130630,012748.33,Schildwolde,53.227,6.818,3.0,0.8,manual
20130630,215511.24,Garrelsweer,53.317,6.758,3.0,0.8,manual
20130630,225210.31,Loppersum,53.326,6.753,3.0,0.7,manual
20130702,230355.50,Garrelsweer,53.294,6.785,3.0,3.0,manual
20130703,051041.87,Toornwerd,53.355,6.637,3.0,0.9,manual
20130708,075404.62,Wetsinge,53.305,6.542,3.0,1.6,manual
20130713,132312.39,Appingedam,53.332,6.87,3.0,0.9,manual
20130714,210159.43,Eenum,53.333,6.785,3.0,1.1,manual
20130720,033313.25,Wirdum,53.323,6.803,3.0,2.4,manual
20130720,050518.33,Wirdum,53.323,6.775,3.0,1.9,manual
20130721,024447.04,Steendam,53.269,6.83,3.0,1.3,manual
20130721,082957.26,Garrelsweer,53.287,6.778,3.0,0.7,manual
20130726,153618.22,Groningen,53.243,6.638,3.0,0.9,manual
20130730,182340.54,Schildwolde,53.215,6.828,3.0,0.7,manual
20130731,110109.34,Scharmer,53.221,6.718,3.0,1.0,manual
20130807,011346.20,Sappemeer,53.179,6.782,3.0,0.6,manual
20130807,225244.81,Schildwolde,53.263,6.803,3.0,0.9,manual
20130808,150856.14,Schildwolde,53.256,6.798,3.0,1.0,manual
20130809,175230.13,Waddenzee (nabij Buren),53.443,5.913,3.0,1.8,manual
20130814,131742.41,Harkstede,53.233,6.653,3.0,1.1,manual
20130816,113502.93,Lageland,53.244,6.697,3.0,2.1,manual
20130821,155011.10,Overschild,53.278,6.793,3.0,0.9,manual
20130825,020604.53,Garrelsweer,53.313,6.775,3.0,1.3,manual
20130827,050548.88,Appingedam,53.301,6.865,3.0,1.1,manual
20130901,130437.64,Westeremden,53.343,6.715,3.0,1.5,manual
20130904,013332.17,Zeerijp,53.344,6.772,3.0,2.8,manual
20130918,034225.73,Appingedam,53.292,6.83,3.0,0.9,manual
20130922,022553.75,Garmerwolde,53.245,6.665,3.0,1.7,manual
20130922,024418.46,Lageland,53.249,6.68,3.0,1.0,manual
20130922,145019.62,Lageland,53.236,6.67,3.0,1.6,manual
20130924,220935.66,Zuidlaren,53.081,6.715,3.0,1.1,manual
20130925,071611.03,Garrelsweer,53.289,6.787,3.0,1.1,manual
20130925,195534.41,Tjuchem,53.282,6.862,3.0,1.2,manual
20130928,022041.88,Startenhuizen,53.383,6.727,3.0,1.9,manual
20130929,181130.91,Garmerwolde,53.248,6.648,3.0,1.3,manual
20130930,145635.23,Scharmer,53.222,6.715,3.0,1.2,manual
20131001,005951.65,Scharmer,53.22,6.717,3.0,1.1,manual
20131001,214951.28,Scharmer,53.232,6.713,3.0,1.2,manual
20131002,085744.74,Wirdum,53.312,6.787,3.0,1.4,manual
20131002,202426.87,Wirdum,53.317,6.792,3.0,1.9,manual
20131002,223221.94,Borgsweer,53.301,7.013,3.0,0.9,manual
20131003,004221.18,Garrelsweer,53.314,6.777,3.0,1.2,manual
20131010,183105.71,Startenhuizen Lopp,53.37,6.713,3.0,1.5,manual
20131022,210145.28,Noordzee (nabij Castricum),52.551,4.588,3.0,2.5,manual
20131023,005946.25,Lageland,53.262,6.733,3.0,1.1,manual
20131023,174503.09,Noordzee (nabij Castricum),52.555,4.585,3.0,2.0,manual
20131023,235737.36,Siddeburen,53.257,6.863,3.0,1.1,manual
20131027,085405.97,Noordzee (nabij Egmond aan Zee),52.559,4.548,3.0,1.8,manual
20131105,165114.86,Noordzee (nabij Egmond aan Zee),52.567,4.533,3.0,1.7,manual
20131107,012300.14,Tjuchem,53.281,6.878,3.0,1.5,manual
20131109,011903.54,Annen,53.052,6.755,3.0,2.4,manual
20131110,014740.98,Garrelsweer,53.298,6.772,3.0,1.2,manual
20131115,174636.24,Stedum,53.318,6.715,3.0,1.6,manual
20131118,133102.74,Loppersum,53.322,6.747,3.0,1.4,manual
20131126,235453.09,Appingedam,53.327,6.845,3.0,2.0,manual
20131128,190200.69,Noordzee (nabij Egmond aan Zee),52.57,4.548,3.0,1.7,manual
20131128,202428.07,Noordzee (nabij Egmond aan Zee),52.57,4.55,3.0,1.4,manual
20131206,081224.70,Scharmer,53.226,6.725,3.0,1.3,manual
20131208,033248.89,Meedhuizen,53.282,6.922,3.0,1.1,manual
20131220,051237.76,Slochteren,53.213,6.823,3.0,1.3,manual
20131222,215144.50,Schildwolde,53.23,6.813,3.0,1.0,manual
20131223,004812.54,Westeremden,53.348,6.692,3.0,1.2,manual
20140102,040006.80,Froombosch,53.206,6.755,3.0,1.4,manual
20140104,233842.80,Harkstede,53.23,6.647,3.0,1.1,manual
20140109,004935.02,Onderdendam,53.315,6.578,3.0,1.1,manual
20140112,233300.16,Garrelsweer,53.295,6.77,3.0,0.9,manual
20140116,194832.91,Farmsum,53.277,6.973,3.0,1.2,manual
20140121,011205.10,Noordwolde,53.271,6.568,3.0,1.0,manual
20140123,035026.39,Garsthuizen,53.377,6.737,3.0,0.6,manual
20140123,161810.20,Zuidbroek,53.182,6.887,3.0,1.1,manual
20140126,142117.57,Lageland,53.236,6.678,3.0,1.5,manual
20140203,063048.47,Loppersum,53.334,6.757,3.0,1.5,manual
20140205,181134.11,Schildwolde,53.25,6.787,3.0,0.9,manual
20140205,212546.87,Assen,52.96,6.568,3.0,2.0,manual
20140206,213909.75,Froombosch,53.185,6.785,3.0,1.3,manual
20140211,011813.04,Meedhuizen,53.294,6.953,3.0,0.8,manual
20140213,021314.32,Het Zandt,53.357,6.782,3.0,3.0,manual
20140217,045412.10,Ten Post,53.304,6.742,3.0,0.8,manual
20140218,050332.71,Huizinge,53.337,6.662,3.0,1.7,manual
20140228,043852.92,Ten Post,53.279,6.75,3.0,1.2,manual
20140304,031718.34,Wildervank,53.083,6.828,3.0,0.8,manual
20140304,032141.06,Wildervank,53.085,6.828,3.0,0.8,manual
20140304,032546.50,Wildervank,53.077,6.83,3.0,1.1,manual
20140310,033910.05,Zeerijp,53.351,6.768,3.0,0.9,manual
20140311,090533.14,Noordbroek,53.197,6.82,3.0,1.1,manual
20140311,090823.39,Schildwolde,53.228,6.822,3.0,2.3,manual
20140312,000745.65,Ekehaar,52.949,6.59,3.0,1.3,manual
20140314,035928.13,Groningen,53.211,6.652,3.0,0.8,manual
20140314,222515.61,Appingedam,53.31,6.828,3.0,1.0,manual
20140315,190924.14,Appingedam,53.306,6.873,3.0,1.9,manual
20140318,211518.25,Rottum,53.39,6.618,3.0,2.1,manual
20140321,162229.30,Slochteren,53.209,6.828,3.0,1.1,manual
20140323,102848.66,Sappemeer,53.166,6.798,3.0,1.6,manual
20140327,082518.70,Siddeburen,53.259,6.863,3.0,1.4,manual
20140328,212813.25,Waddenzee (nabij Uithuizermeeden),53.48,6.758,3.0,1.3,manual
20140330,205847.82,Farmsum,53.282,6.993,3.0,1.4,manual
20140331,190117.65,Lageland,53.238,6.672,3.0,0.7,manual
20140402,054736.89,Sappemeer,53.161,6.808,3.0,1.1,manual
20140402,054851.68,Sappemeer,53.163,6.802,3.0,1.2,manual
20140403,012741.87,Sappemeer,53.179,6.817,3.0,1.0,manual
20140404,073900.07,Garmerwolde,53.25,6.667,3.0,1.2,manual
20140409,044343.67,Tjuchem,53.264,6.903,3.0,1.1,manual
20140417,201835.63,Loppersum,53.327,6.723,3.0,1.3,manual
20140420,083603.63,Zeerijp,53.351,6.743,3.0,1.4,manual
20140426,085055.99,Schildwolde,53.237,6.813,3.0,1.3,manual
20140427,214925.25,Westerbroek,53.184,6.702,3.0,0.5,manual
20140512,221823.14,Woudbloem,53.212,6.732,3.0,1.3,manual
20140513,181605.94,Westerwijtwerd,53.333,6.64,3.0,1.4,manual
20140517,023504.70,Kolham,53.192,6.745,3.0,1.6,manual
20140519,172550.18,Meedhuizen,53.277,6.94,3.0,1.0,manual
20140612,071332.02,Froombosch,53.207,6.763,3.0,1.2,manual
20140612,221029.13,Kolham,53.191,6.752,3.0,0.8,manual
20140616,151640.51,Westeremden,53.349,6.71,3.0,1.8,manual
20140629,134023.12,Slochteren,53.213,6.822,3.0,0.7,manual
20140702,070651.77,Meedhuizen,53.275,6.917,3.0,1.3,manual
20140702,173416.67,Slochteren,53.214,6.79,3.0,2.1,manual
20140706,030706.58,Haren,53.185,6.618,3.0,0.9,manual
20140707,195654.27,Lageland,53.24,6.688,3.0,1.2,manual
20140707,231344.37,Overschild,53.269,6.752,3.0,1.0,manual
20140708,113716.22,Lageland,53.244,6.707,3.0,1.2,manual
20140715,162451.15,Slochteren,53.215,6.827,3.0,0.7,manual
20140722,174507.51,Siddeburen,53.249,6.862,3.0,0.9,manual
20140809,155459.75,Appingedam,53.323,6.835,3.0,1.3,manual
20140809,155532.91,Appingedam,53.325,6.835,3.0,2.0,manual
20140819,192524.29,Garsthuizen,53.376,6.725,3.0,1.2,manual
20140821,110355.00,Garsthuizen,53.373,6.727,3.0,1.2,manual
20140825,102714.65,Slochteren,53.23,6.782,3.0,0.8,manual
20140901,014014.36,Groningen,53.236,6.625,3.0,0.5,manual
20140901,071742.91,Froombosch,53.194,6.787,3.0,2.6,manual
20140901,075358.99,Slochteren,53.197,6.813,3.0,1.6,manual
20140923,163254.51,Lageland,53.24,6.72,3.0,1.4,manual
20140923,173448.31,Luddeweer,53.242,6.728,3.0,1.0,manual
20140924,234936.44,Westeremden,53.351,6.693,3.0,1.0,manual
20140925,204909.46,Meedhuizen,53.276,6.937,3.0,1.5,manual
20140930,114203.41,Garmerwolde,53.258,6.655,3.0,2.8,manual
20141021,064915.08,Zeerijp,53.358,6.747,3.0,1.5,manual
20141105,011234.46,Zandeweer,53.374,6.678,3.0,2.9,manual
20141111,132727.05,Amen,52.937,6.602,3.0,2.0,manual
20141116,004151.45,Siddeburen,53.228,6.863,3.0,0.9,manual
20141116,195416.38,Woudbloem,53.228,6.762,3.0,0.6,manual
20141122,040903.97,Westeremden,53.355,6.698,3.0,1.3,manual
20141129,202331.22,Appingedam,53.331,6.84,3.0,1.0,manual
20141130,010348.96,Middelstum,53.36,6.672,3.0,1.4,manual
20141203,041236.31,Noordbroek,53.19,6.832,3.0,0.9,manual
20141205,024611.24,Lageland,53.237,6.672,3.0,1.1,manual
20141228,151306.98,Zeerijp,53.35,6.753,3.0,1.3,manual
20141230,023736.66,Scharmer,53.208,6.728,3.0,2.8,manual
20141230,064642.44,Slochteren,53.239,6.753,3.0,0.8,manual
20150106,065528.20,Wirdum,53.324,6.768,3.0,2.7,manual
20150106,182644.09,Farmsum,53.322,6.937,3.0,1.0,manual
20150111,230524.48,Sappemeer,53.171,6.797,3.0,1.5,manual
20150114,115456.92,Hellum,53.257,6.848,3.0,1.1,manual
20150118,105410.25,Scharmer,53.233,6.72,3.0,1.5,manual
20150122,034416.55,Hellum,53.245,6.822,3.0,0.6,manual
20150123,114537.29,Sappemeer,53.175,6.797,3.0,1.2,manual
20150126,180723.98,Wirdum,53.319,6.8,3.0,1.1,manual
20150127,151142.85,Sappemeer,53.178,6.793,3.0,0.5,manual
20150131,052929.65,Sappemeer,53.172,6.792,3.0,0.8,manual
20150131,162148.89,Eems-Dollard (nabij Holwierde),53.371,6.942,3.0,1.6,manual
20150202,231533.76,Overschild,53.268,6.743,3.0,0.9,manual
20150203,000222.56,Wildervank,53.067,6.863,3.0,1.6,manual
20150204,223447.67,Oosterwijtwerd,53.328,6.832,3.0,1.1,manual
20150205,035714.43,Noordzee,52.894,4.248,3.0,1.8,manual
20150210,074252.08,Loppersum,53.349,6.728,3.0,0.9,manual
20150211,020200.00,Godlinze,53.374,6.808,3.0,0.4,manual
20150212,160553.96,Hoogezand,53.143,6.752,3.0,1.9,manual
20150213,040900.27,Overschild,53.281,6.83,3.0,0.8,manual
20150222,060850.20,Siddeburen,53.264,6.855,3.0,0.8,manual
20150222,062133.64,Sappemeer,53.183,6.805,3.0,0.6,manual
20150222,190052.82,Meedhuizen,53.291,6.94,3.0,1.4,manual
20150224,173409.01,Schildwolde,53.237,6.82,3.0,0.8,manual
20150225,100256.92,Appingedam,53.323,6.857,3.0,2.3,manual
20150301,101630.48,Overschild,53.272,6.81,3.0,1.2,manual
20150301,163247.39,Houwerzijl,53.334,6.343,3.0,1.4,manual
20150301,194249.06,Kommerzijl,53.288,6.33,3.0,1.5,manual
20150314,192659.73,Onnen,53.166,6.667,3.0,0.7,manual
20150316,235729.47,Overschild,53.279,6.79,3.0,0.6,manual
20150324,032335.99,Scharmer,53.234,6.718,3.0,1.1,manual
20150324,132756.75,Appingedam,53.322,6.855,3.0,2.3,manual
20150325,064602.92,Uithuizermeeden,53.433,6.743,3.0,1.2,manual
20150405,222853.66,Emmen,52.759,6.903,3.0,1.9,manual
20150406,131026.64,Farmsum,53.291,6.975,3.0,1.3,manual
20150406,173110.48,Harkstede,53.216,6.662,3.0,0.7,manual
20150415,002310.65,Appingedam,53.306,6.885,3.0,0.9,manual
20150415,033303.46,Siddeburen,53.231,6.872,3.0,0.8,manual
20150422,003355.81,Slochteren,53.221,6.803,3.0,0.8,manual
20150503,165008.51,Meedhuizen,53.276,6.922,3.0,1.1,manual
20150507,131722.01,Froombosch,53.193,6.792,3.0,1.1,manual
20150507,191117.96,Zeerijp,53.347,6.743,3.0,1.0,manual
20150508,190121.15,Onnen,53.167,6.647,3.0,1.1,manual
20150513,010951.67,Siddeburen,53.262,6.9,3.0,1.2,manual
20150516,141449.14,Appingedam,53.306,6.847,3.0,1.6,manual
20150521,210847.70,Schildwolde,53.244,6.81,3.0,1.8,manual
20150527,105210.00,Uithuizen,53.404,6.668,3.0,2.0,manual
20150602,233738.89,Appingedam,53.313,6.834,3.0,0.7,manual
20150604,201125.69,Zuidbroek,53.168,6.856,3.0,1.0,manual
20150606,233915.80,Zeerijp,53.34,6.75,3.0,1.9,manual
20150607,135436.89,Garrelsweer,53.319,6.757,3.0,0.5,manual
20150610,022607.29,Zeerijp,53.344,6.753,3.0,1.8,manual
20150610,091807.09,Westeremden,53.343,6.713,3.0,0.4,manual
20150610,142127.50,Westeremden,53.345,6.713,3.0,0.8,manual
20150610,143618.89,Eppenhuizen,53.372,6.677,3.0,0.8,manual
20150623,004816.39,Anna Paulowna,52.858,4.821,3.0,1.5,manual
20150623,004918.60,Anna Paulowna,52.853,4.807,3.0,2.3,manual
20150626,220642.39,Scharmer,53.226,6.721,3.0,0.0,manual
20150629,113154.39,Woudbloem,53.227,6.733,3.0,0.6,manual
20150630,005300.10,Ten Boer,53.276,6.685,3.0,0.5,manual
20150702,155359.60,Scharmer,53.209,6.72,3.0,0.5,manual
20150704,041802.29,Sappemeer,53.151,6.802,3.0,0.5,manual
20150704,110547.00,Zuidwolde,53.261,6.617,3.0,0.6,manual
20150704,180758.39,Westeremden,53.351,6.694,3.0,1.1,manual
20150706,042508.59,Noordbroek,53.183,6.831,3.0,0.5,manual
20150707,030900.80,Zuidwolde,53.262,6.631,3.0,2.1,manual
20150708,024732.89,Appingedam,53.3,6.835,3.0,0.4,manual
20150710,154922.30,Zuidbroek,53.173,6.866,3.0,0.5,manual
20150716,022714.80,Overschild,53.295,6.817,3.0,0.8,manual
20150716,085819.60,Westeremden,53.341,6.715,3.0,0.4,manual
20150718,073714.69,Siddeburen,53.268,6.865,3.0,0.7,manual
20150718,234729.10,Kolham,53.193,6.761,3.0,0.5,manual
20150719,200644.79,Appingedam,53.323,6.851,3.0,0.6,manual
20150720,220608.19,Thesinge,53.281,6.66,3.0,0.4,manual
20150721,021804.90,Oosterwijtwerd,53.332,6.803,3.0,1.3,manual
20150721,095411.00,Garmerwolde,53.242,6.656,3.0,0.6,manual
20150724,022922.89,Noordzee,53.674,4.497,3.0,2.5,manual
20150730,153452.39,Froombosch,53.184,6.772,3.0,0.7,manual
20150802,013243.50,Thesinge,53.277,6.637,3.0,0.6,manual
20150807,122743.20,Loppersum,53.339,6.759,3.0,0.8,manual
20150811,100833.89,Scharmer,53.205,6.729,3.0,0.9,manual
20150812,230131.89,Oosterwijtwerd,53.329,6.812,3.0,0.3,manual
20150813,054747.20,Oosterwijtwerd,53.333,6.818,3.0,0.6,manual
20150817,001012.59,Zeerijp,53.35,6.761,3.0,0.6,manual
20150818,070612.59,Kolham,53.185,6.754,3.0,2.0,manual
20150822,001230.80,Woudbloem,53.231,6.745,3.0,1.4,manual
20150822,101110.19,Usquert,53.395,6.602,3.0,1.6,manual
20150823,070832.60,Sappemeer,53.176,6.807,3.0,0.3,manual
20150824,203330.80,Wirdum,53.324,6.787,3.0,0.5,manual
20150826,181634.10,Schildwolde,53.218,6.838,3.0,0.4,manual
20150827,044824.10,Woudbloem,53.231,6.741,3.0,0.2,manual
20150828,025233.00,Meedhuizen,53.294,6.942,3.0,0.8,manual
20150828,080727.80,Slochteren,53.211,6.826,3.0,1.3,manual
20150828,172238.79,Usquert,53.392,6.584,3.0,1.3,manual
20150905,033430.69,Foxhol,53.169,6.727,3.0,0.5,manual
20150909,200151.89,Harkstede,53.219,6.701,3.0,1.2,manual
20150910,160808.69,Startenhuizen Lopp,53.372,6.713,3.0,0.8,manual
20150930,180537.20,Hellum,53.234,6.834,3.0,3.1,manual
20150930,213412.40,Emmen,52.778,6.88,3.0,2.3,manual
20151009,002719.39,Appingedam,53.296,6.835,3.0,0.3,manual
20151010,024406.20,Wagenborgen,53.266,6.926,3.0,0.2,manual
20151010,055148.60,Schildwolde,53.258,6.8,3.0,0.2,manual
20151011,044142.39,Zuidbroek,53.17,6.853,3.0,0.3,manual
20151022,215340.70,Zuidwolde,53.262,6.582,3.0,0.5,manual
20151024,023533.00,Noordbroek,53.217,6.881,3.0,0.7,manual
20151027,154628.30,Garrelsweer,53.318,6.75,3.0,1.2,manual
